Published,Headline,Summary,Summary Word count,Link,Domain,Image Link,Facebook Predicted Score,Facebook Overperforming,Link URL,Highest Velocity,Branded Content,Branded Page Name,Branded Page URL,Facebook Interactions,Facebook Likes,Facebook Shares,Facebook Comments,Facebook Page Name,Facebook Media Type,Facebook Loves,Facebook Hahas,Facebook Wows,Facebook Sads,Facebook Angrys,Video Duration (seconds)
2022-02-28T14:00:26,"Ukraine takes the resistance to cyberspace, assembling an “IT army” to hack sites from Russia and its allies, calls on tech leaders to get involved – TechCrunch","Ukrainian citizens on the ground have been resisting Russia’s invasion of their country, but those outside Ukraine who want to help are being asked to get involved in the fight in the virtual world. The “IT Army of Ukraine“ already has 225,000+ users on its main Telegram channel where they organise specific projects and call-outs for help to shut down Russian sites.

https://buff.ly/3hlSAoS

#UkraineRussiaWar #EU #Ruble #Ukraine #Russia #war",69,https://www.facebook.com/175845052532710_4827140560736446,social.techcrunch.com,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQEUO9_gPfBqjXD6&url=https%3A%2F%2Ftechcrunch.com%2Fwp-content%2Fuploads%2F2022%2F02%2F4803780942_a47012a6ef_b.jpg%3Fw%3D546&ext=emg0&_nc_oe=6fa81&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFUoY5KFxWbwBgN,Prediction unavailable,0x,https://social.techcrunch.com/2022/02/27/ukraine-takes-the-resistance-to-cyberspace-assembling-an-it-army-to-hack-sites-from-russia-and-its-allies-calls-on-tech-leaders-to-get-involved/,0,FALSE,,,0,0,0,0,RealTime Recruitment,Link,0,0,0,0,0,
2022-02-27T21:18:22,"Ukraine takes the resistance to cyberspace, assembling an “IT army” to hack sites from Russia and its allies, calls on tech leaders to get involved - The Real Preneur","As Ukraine continues to make efforts to mobilize and equip ordinary citizens on the ground to resist Russia’s unprovoked invasion of the country, those who are outside Ukraine who want to help are being asked to get involved in the fight in the virtual world. While the G7 (today with the addition of Japan) mobilize to shut down Russia’s access…...

https://therealpreneur.com/technology/ukraine-takes-the-resistance-to-cyberspace-assembling-an-it-army-to-hack-sites-from-russia-and-its-allies-calls-on-tech-leaders-to-get-involved/",61,https://www.facebook.com/109412677907998_329596125889651,therealpreneur.com,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQHNqL9POk6VzcOm&url=https%3A%2F%2Ftherealpreneur.com%2Fwp-content%2Fuploads%2F2022%2F02%2Fukraine-GettyImages-1238723942.jpg&ext=emg0&_nc_oe=6fa70&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQGQVi-fPP174Ue1,Prediction unavailable,0x,https://therealpreneur.com/technology/ukraine-takes-the-resistance-to-cyberspace-assembling-an-it-army-to-hack-sites-from-russia-and-its-allies-calls-on-tech-leaders-to-get-involved/,0,FALSE,,,0,0,0,0,The Real Preneur,Link,0,0,0,0,0,
2022-02-26T22:24:26,"Going on offense: Ukraine forms an 'IT army,' Nvidia hacks back - The Real Preneur","Join today's leading executives online at the Data Summit on March 9th. Register here. It’s not directly related to the emerging cyber resistance against Russia in Ukraine — but the reports that Nvidia has turned the tables on its attacker in a ransomware incident this week does seem to resonate. Both the Nvidia case, and Ukraine’s effort to launch a cyber offensive against Russia, share a common theme of standing one’s ground and pushing back against aggressors — whether those be power-hungry nation states or cyber criminals....

https://therealpreneur.com/technology/going-on-offense-ukraine-forms-an-it-army-nvidia-hacks-back/",88,https://www.facebook.com/109412677907998_328958079286789,therealpreneur.com,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQHE_db40VBxHdXg&url=https%3A%2F%2Ftherealpreneur.com%2Fwp-content%2Fuploads%2F2022%2F02%2Fukraine-vp-1000x600.jpg&ext=emg0&_nc_oe=6fa59&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQEEVnFYdx9J1YBi,Prediction unavailable,0x,https://therealpreneur.com/technology/going-on-offense-ukraine-forms-an-it-army-nvidia-hacks-back/,0,FALSE,,,0,0,0,0,The Real Preneur,Link,0,0,0,0,0,
2022-02-27T21:32:02,Ukraine’s Volunteer ‘IT Army’ Is Hacking in Uncharted Territory,"At around 9pm local time on February 26, Ukraine’s deputy prime minister and the minister for digital transformation, Mykhailo Fedorov, announced the creation of the volunteer cyber army. “We have a lot of talented Ukrainians in the digital sphere: developers, cyber specialists, designers, copywriters, marketers,” he said in a post on his official Telegram channel. “We continue to fight on the cyber front.”",63,https://www.facebook.com/19440638720_10158944089953721,wired.com,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQHbgX11D3DStGlm&url=https%3A%2F%2Fmedia.wired.com%2Fphotos%2F621bdd98832c25ac1ffb649a%2F191%3A100%2Fw_1280%2Cc_limit%2FSec_ukraine_GettyImages-1238749738.jpg&ext=emg0&_nc_oe=6fa71&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQGak01fQD1EDO5V,Prediction unavailable,3.19x,https://www.wired.com/story/ukraine-it-army-russia-war-cyberattacks-ddos/,398,FALSE,,,4585,3491,387,70,WIRED,Link,609,10,18,0,0,
2022-03-02T07:03:02,Ukraine’s Volunteer ‘IT Army’ Is Hacking in Uncharted Territory,"Russia has some of the world's most devastating cyber capabilities. So Ukraine built its own volunteer cyber army, and hundreds of thousands have already joined it.",26,https://www.facebook.com/19440638720_10158948207213721,wired.com,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQHbgX11D3DStGlm&url=https%3A%2F%2Fmedia.wired.com%2Fphotos%2F621bdd98832c25ac1ffb649a%2F191%3A100%2Fw_1280%2Cc_limit%2FSec_ukraine_GettyImages-1238749738.jpg&ext=emg0&_nc_oe=6faaa&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFOBieJt2sp4q3y,Prediction unavailable,0x,https://www.wired.com/story/ukraine-it-army-russia-war-cyberattacks-ddos/,72,FALSE,,,150,124,8,7,WIRED,Link,5,4,1,0,1,
2022-03-01T13:15:30,"Ukraine is building an 'IT army' of volunteers, something that's never been tried before | ZDNet",Russia's invasion of Ukraine has been accompanied by cyberattacks and now Ukraine is recruiting volunteers to defend networks - and hack back.,22,https://www.facebook.com/5953112932_10158925985202933,zdnet.com,https://external-lga3-1.xx.fbcdn.net/safe_image.php?d=AQHj3hr6VUjdK8Og&url=https%3A%2F%2Fwww.zdnet.com%2Fa%2Fimg%2Fresize%2F26777d00af07689d20b96d09b0ffdae4e6fa83ae%2F2021%2F01%2F08%2F6604d540-9eb0-41c2-9f00-6fbf24d996f7%2Fhacker-hands-on-a-keyboard.jpg%3Fwidth%3D770%26height%3D578%26fit%3Dcrop%26auto%3Dwebp&ext=emg0&_nc_oe=6fa99&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQE-zDWaCrppttn9,Prediction unavailable,0x,https://www.zdnet.com/article/ukraine-is-building-an-it-army-of-volunteers-something-thats-never-been-tried-before/,48,FALSE,,,89,76,10,1,ZDNet,Link,2,0,0,0,0,
2022-02-27T21:05:00,Ukraine’s Volunteer ‘IT Army’ Is Hacking in Uncharted Territory,"Vladimir Putin’s attack on Ukraine has been met with fierce resistance throughout the country’s towns and cities. As Russian forces have moved closer to Kyiv, lawyers, students and actors have taken up arms to defend their country from invasion. They are not the only ones: Volunteers have also flocked to join a Ukrainian volunteer “IT Army” that’s fighting back online....

https://www.exclusiveglobalnews.com/ukraines-volunteer-it-army-is-hacking-in-uncharted-territory/",61,https://www.facebook.com/101768412029907_281801174026629,exclusiveglobalnews.com,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQHbgX11D3DStGlm&url=https%3A%2F%2Fmedia.wired.com%2Fphotos%2F621bdd98832c25ac1ffb649a%2F191%3A100%2Fw_1280%2Cc_limit%2FSec_ukraine_GettyImages-1238749738.jpg&ext=emg0&_nc_oe=6fa70&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFmWYH6vXcMAf9l,Prediction unavailable,0x,https://www.exclusiveglobalnews.com/ukraines-volunteer-it-army-is-hacking-in-uncharted-territory/,0,FALSE,,,0,0,0,0,Exclusiveglobalnews,Link,0,0,0,0,0,
2022-02-27T20:31:56,Ukraine’s Volunteer ‘IT Army’ Is Hacking in Uncharted Territory - The Real Preneur,"Vladimir Putin’s attack on Ukraine has been met with fierce resistance throughout the country’s towns and cities. As Russian forces have moved closer to Kyiv, lawyers, students and actors have taken up arms to defend their country from invasion. They are not the only ones: Volunteers have also flocked to join a Ukrainian volunteer “IT Army” that’s fighting back online....

https://therealpreneur.com/technology/ukraines-volunteer-it-army-is-hacking-in-uncharted-territory/",61,https://www.facebook.com/109412677907998_329575612558369,therealpreneur.com,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQEXjGMremIgbIk0&url=https%3A%2F%2Ftherealpreneur.com%2Fwp-content%2Fuploads%2F2022%2F02%2FSec_ukraine_GettyImages-1238749738-1000x600.jpg&ext=emg0&_nc_oe=6fa6f&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFsfcQ_Jka7OZLh,Prediction unavailable,0x,https://therealpreneur.com/technology/ukraines-volunteer-it-army-is-hacking-in-uncharted-territory/,0,FALSE,,,0,0,0,0,The Real Preneur,Link,0,0,0,0,0,
2022-03-04T19:15:09,"Ukraine’s ‘IT Army’ Has Hundreds of Thousands of Hackers, Kyiv Says","Hundreds of thousands of Ukrainian technology workers have taken part in cyberattacks against Russia’s government, media and financial institutions in recent days, a top Ukrainian cybersecurity official said.",28,https://www.facebook.com/8304333127_10161692833953128,wsj.com,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQHozMQCde5wBOH3&url=https%3A%2F%2Fimages.wsj.net%2Fim-498024%2Fsocial&ext=emg0&_nc_oe=6fae6&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFNhmm5bIpwCNpp,Prediction unavailable,0.13x,https://www.wsj.com/livecoverage/russia-ukraine-latest-news-2022-03-04/card/ukraine-s-it-army-has-hundreds-of-thousands-of-hackers-kyiv-says-RfpGa5zmLtavrot27OWX,288,FALSE,,,1734,1358,52,73,The Wall Street Journal,Link,168,54,21,5,3,
2022-03-12T10:00:20,"Ukraine’s ‘IT Army’ Has Hundreds of Thousands of Hackers, Kyiv Says","Hundreds of thousands of Ukrainian technology workers have taken part in cyberattacks against Russia’s government, media and financial institutions in recent days, a top Ukrainian cybersecurity official said.",28,https://www.facebook.com/8304333127_10161706601243128,wsj.com,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQHozMQCde5wBOH3&url=https%3A%2F%2Fimages.wsj.net%2Fim-498024%2Fsocial&ext=emg0&_nc_oe=6fb9d&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFhFgB4EFKWntLK,Prediction unavailable,0.01x,https://www.wsj.com/livecoverage/russia-ukraine-latest-news-2022-03-04/card/ukraine-s-it-army-has-hundreds-of-thousands-of-hackers-kyiv-says-RfpGa5zmLtavrot27OWX,280,FALSE,,,1299,943,65,75,The Wall Street Journal,Link,133,64,16,1,2,
2022-02-28T19:15:00,Jagran Explainer: The 'IT army' of Ukraine that aims to battle Russian hackers,"#JagranExplainer

#Ukraine has also called its underground hackers to protect the country's ""critical infrastructure and conduct cyber spying missions"" against the invading Russian forces.

#RussiaUkraineConflict #RussiaUkraineWar",26,https://www.facebook.com/187089557967784_5263508133659209,english.jagran.com,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQGFnohQiXgqUg8z&url=https%3A%2F%2Fimgeng.jagran.com%2Fimages%2F2022%2Ffeb%2F17_05_2021-hackers_216521211646037011351.jpg&ext=emg0&_nc_oe=6fa86&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFP9ATG53IpXvsM,Prediction unavailable,0x,https://english.jagran.com/technology/jagran-explainer-the-it-army-of-ukraine-that-aims-to-battle-russian-hackers-10040070,0,FALSE,,,1,1,0,0,Jagran English,Link,0,0,0,0,0,
2022-03-01T19:12:33,"After Ukraine recruits an “IT Army,” dozens of Russian sites go dark","Ukraine's ""IT Army"" has managed to down websites for banks and agencies affiliated with the Kremlin, and was able to briefly take down Russia's popular search engine and email portal Yandex.",31,https://www.facebook.com/19374573752_10158836083703753,arstechnica.com,https://external-lga3-1.xx.fbcdn.net/safe_image.php?d=AQGLWutImHasRdly&url=https%3A%2F%2Fcdn.arstechnica.net%2Fwp-content%2Fuploads%2F2022%2F02%2Fethernet-cables-ukraine-russia-760x380.jpg&ext=emg0&_nc_oe=6fa9e&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQFx9yn-2jCf5wAW,Prediction unavailable,1.06x,https://arstechnica.com/information-technology/2022/02/after-ukraine-recruits-an-it-army-dozens-of-russian-sites-go-dark/,179,FALSE,,,1602,1196,115,32,Ars Technica,Link,217,20,17,2,3,
2022-03-02T21:00:06,Ukraine Is Creating An 'IT Army' And Is Looking For Recruits,They are urging the cyber army to launch DDOS attacks against 31 key targets.,14,https://www.facebook.com/367116489976035_5725005580853739,iflscience.com,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQEAa3w7OWqVVMq5&url=https%3A%2F%2Fcdn.iflscience.com%2Fimages%2Ffd47bc17-5834-5ea6-a605-7404b4baea9e%2Fdefault-1646226989-ukraine-wants-everyone-from-amateurs-to-hooded-stock-photo-hackers.jpg&ext=emg0&_nc_oe=6fab8&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQGRfC6lYiaueGEo,Prediction unavailable,0x,https://www.iflscience.com/technology/ukraine-is-creating-an-it-army-and-is-looking-for-recruits/,719,FALSE,,,1443,1112,79,42,IFLScience,Link,190,11,6,0,3,
2022-02-26T23:52:34,Ukraine to launch new 'IT army' to fight off Russian cyberattacks,"Ukraine said it wanted to ""continue to fight on the cyber front"" and listed several Russian targets for hackers to take down. 💻",23,https://www.facebook.com/101402598109_10159178586323110,euronews.com,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQHVan4sclyGCNvf&url=https%3A%2F%2Fstatic.euronews.com%2Farticles%2Fstories%2F06%2F50%2F69%2F68%2F1000x563_cmsv2_11ccd1a4-14ca-5cbd-967e-35e5c7d35ed1-6506968.jpg&ext=emg0&_nc_oe=6fa5b&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQHRtkjJouAEFvbO,Prediction unavailable,0.15x,https://www.euronews.com/next/2022/02/26/ukraine-war-ukrainians-announce-the-launch-of-an-it-army-to-fight-off-russian-cyberattacks,443,FALSE,,,1042,821,55,49,Euronews English,Link,90,18,4,1,4,
2022-02-27T02:02:13,"Ukraine launches ‘IT army,’ takes aim at Russian cyberspace",Ukraine calls its hacker underground to help protect critical infrastructure and conduct cyber spying missions against Russian troops.,18,https://www.facebook.com/142802334452_10162034946484453,newsinfo.inquirer.net,https://external-ort2-1.xx.fbcdn.net/safe_image.php?d=AQG4OFG9H-2YweAH&url=https%3A%2F%2Fnewsinfo.inquirer.net%2Ffiles%2F2022%2F02%2F2022-02-26T214449Z_1_LYNXMPEI1P0FC_RTROPTP_4_UKRAINE-CRISIS-CYBER-620x414.jpg&ext=emg0&_nc_oe=6fa5d&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQF1mI5MuC-zehgD,Prediction unavailable,0x,https://newsinfo.inquirer.net/1560529/ukraine-launches-it-army-takes-aim-at-russian-cyberspace,269,FALSE,,,321,253,14,12,INQUIRER.net,Link,34,2,6,0,0,
2022-03-05T17:02:13,"After Ukraine recruits an “IT Army,” dozens of Russian sites go dark","Ukraine's ""IT Army"" has managed to down websites for banks and agencies affiliated with the Kremlin, and was able to briefly take down Russia's popular search engine and email portal Yandex.",31,https://www.facebook.com/19374573752_10158841782963753,arstechnica.com,https://external-iad3-2.xx.fbcdn.net/safe_image.php?d=AQGLWutImHasRdly&url=https%3A%2F%2Fcdn.arstechnica.net%2Fwp-content%2Fuploads%2F2022%2F02%2Fethernet-cables-ukraine-russia-760x380.jpg&ext=emg0&_nc_oe=6fafc&_nc_sid=64c8fc&ccb=3-5&_nc_hash=AQHaRhfbllc7keqk,Prediction unavailable,0x,https://arstechnica.com/information-technology/2022/02/after-ukraine-recruits-an-it-army-dozens-of-russian-sites-go-dark/,156,FALSE,,,113,85,5,7,Ars Technica,Link,4,11,0,0,1,
2022-02-28T20:47:31,Ukraine Says Its 'IT Army' Has Taken Down Key Russian Sites - Slashdot,"Key Russian websites and state online portals have been taken offline by attacks claimed by the Ukrainian cyber police force, which now openly engages in cyber-warfare. From a report: As the announcement of the law enforcement agency's site details, specialists from the force have teamed with volunteers to attack the web resources of Russia and Belarus. The three countries are currently involved in an ongoing and large-scale armed forces conflict that includes a cyber frontline, which manifested even before the invasion. The Ukrainian cyber police have announced having targeted the websites of the Investigative Committee of the Russian Federation, the FSB (Federal Security Service), and the Sberbank, Russia's state-owned bank.

Read more of this story at Slashdot.",117,https://www.facebook.com/267995220856_10158512701660857,tech.slashdot.org,,Prediction unavailable,0.99x,https://tech.slashdot.org/story/22/02/28/2043227/ukraine-says-its-it-army-has-taken-down-key-russian-sites,24,FALSE,,,66,54,6,3,Slashdot,Link,3,0,0,0,0,
2022-03-03T18:05:16,"Ukraine's 'IT Army' Targets Belarus Railway Network, Russian GPS - Slashdot","Ukraine's ""IT army"" of volunteer hackers announced a new set of targets on Thursday - including the Belarusian railway network and Russia's homegrown satellite-based navigation system, GLONASS. From a report: ""We need to mobilise and intensify our efforts as much as possible,"" a post on the ""IT army"" Telegram channel said. The post listed the top priorities targeted by the group, including Belarus' railway, Russian telecom companies, and GLONASS, which is Russia's alternative to the Global Positioning System (GPS) satellite navigation network. Ukraine has called on its hacker underground to help protect critical infrastructure and conduct cyber spying missions against Russian troops, Reuters previously reported. Kyiv announced the formation of its ""IT army"" on Saturday. A hacking team focused on Belarus, which has been used as a key staging post for Russia's invasion of Ukraine, called the Belarusian Cyber Partisans told Reuters on Tuesday they had disabled railway traffic systems there and attacked the network because it had been used to transport Russian soldiers.

Read more of this story at Slashdot.",171,https://www.facebook.com/267995220856_10158517351850857,tech.slashdot.org,,Prediction unavailable,0.63x,https://tech.slashdot.org/story/22/03/03/1541215/ukraines-it-army-targets-belarus-railway-network-russian-gps,20,FALSE,,,63,51,3,1,Slashdot,Link,7,0,1,0,0,
2022-02-27T12:41:51,Ukraine Official Urges 'IT Army' of World's Digital Talent To Attack Russian Energy and Financial Firms - Slashdot,"VentureBeat reports:

In Ukraine today, Mykhailo Fedorov, the country's vice prime minister, announced on Twitter, ""We are creating an IT army.""

""We need digital talents,"" wrote Fedorov, who also holds the title of minister of digital transformation — sharing a link to a Telegram channel where he said operational tasks will be distributed. ""We continue to fight on the cyber front."" On the Telegram channel, the IT army reportedly posted its list of Russian targets — which were also translated into English ""for all IT specialists from other countries....""

On Friday, Christian Sorensen, a former U.S. Cyber Command official, told VentureBeat that ""hacktivists around the world [will be] working against Russia, because they are the aggressor.... I think things will ramp up against western targets, but Russia and Belarus will be targeted by these groups even more"" said Sorensen, formerly the operational planning team lead for the U.S. Cyber Command....

[O]n Friday, a Bloomberg report said that a hacker group that was now forming to bring counterattacks against Russia had amassed 500 members. And today, we have the announcement of Ukraine's IT army — potentially including assistance from hackers around the globe. ""Whether sanctioned or not, official or not, if people have or can get the right information, know-how, and desire — they can make an impact,"" Sorensen said on Friday, prior to the announcement of Ukraine's IT army. ""We'll have to wait and see what they are able to do.""

The next day Reuters reported that the official website of the Kremlin, ""the office of Russian President Vladimir Putin....was down on Saturday, following reports of denial of service (DDoS) attacks on various other Russian government and state media websites.

""The outages came as Ukraine's vice prime minister said it had launched an 'IT army' to combat Russia in cyberspace.""

But the Independent reports that the cyberattacks may have been even more extensive:

Ukraine's state telecommunications agency announced on Saturday that six Russian government websites, inclduing the Kremlin's, were down, according to The Kyiv Independent.

The agency also stated that the Russian media regulator's website had gone down, and that hackers had got Russian TV channels to play the Ukrainian music.

Read more of this story at Slashdot.",368,https://www.facebook.com/267995220856_10158510493585857,it.slashdot.org,,Prediction unavailable,0.18x,https://it.slashdot.org/story/22/02/27/0015257/ukraine-official-urges-it-army-of-worlds-digital-talent-to-attack-russian-energy-and-financial-firms,20,FALSE,,,50,34,4,4,Slashdot,Link,7,1,0,0,0,
2022-02-28T12:40:31,Russian Government Sites Facing 'Unprecedented' Cyberattacks from Thousands in Pro-Ukranian 'IT Army' - Slashdot,"Though the Russian government has tried geofencing access to crucial web sites, the Jerusalem Post reports that two Russian government web site still went offline Saturday — the Kremlin and the Ministry of Defense. ""Gosuslugi, Russia's web portal of state services, went offline on Saturday night as well, with the Russian Ministry of Digital Development, Communications and Mass Media telling TASS that the site is facing cyberattacks on an 'unprecedented scale.'""

Meanwhile, the Washington Post interviews 22-year-old Alex Horlan, a Ukrainian cybersecurity expert in Spain ""helping take down some of Russia's most powerful websites — including state media and even the official page of the Kremlin.""

The attacks he and others are helping to carry out on Russian websites are part of a wide information war in the background of the much larger conflict here, as Ukrainians target Russian websites to rewrite the narrative Moscow is presenting to Russians back home. ""We are creating an IT army,"" Ukrainian Vice Prime Minister Mykhailo Fedorov tweeted on Saturday. Horlan is a cybersecurity expert who recently launched an app called disBalancer that helps take down scam websites by overwhelming them with online traffic. He has redirected his team's efforts in recent days to instead target Russian websites he says are spreading dangerous disinformation about the Russian invasion of Ukraine....

Thousands of people are joining Horlan and others' efforts to target the Russian sites, with around 2,000 logging into his app at any given time, he said. The main challenge is that many are losing WiFi when air raid sirens force them to retreat to underground bunkers....

